id_produto,tipo,temperatura_ar_k,temperatura_processo_k,velocidade_rotacao_rpm,torque_nm,desgaste_ferramenta_min,falha_maquina,potencia_calc
M20182,M,303.4,312.7,1357.0,55.3,31,0,75042.09999999999
M20183,M,300.1,310.1,1504.0,40.1,34,0,60310.4
M20184,M,303.4,312.8,1526.0,30.8,37,0,47000.8
L52505,L,303.5,312.7,1694.0,27.3,40,0,46246.200000000004
M20186,M,303.5,312.7,1420.0,49.1,42,0,69722.0
M20187,M,303.5,312.7,2116.0,16.7,45,0,35337.2
M20188,M,303.7,312.9,1406.0,41.9,48,0,58911.4
L52509,L,303.7,313.0,1456.0,45.5,51,0,66248.0
L52510,L,303.6,312.9,1588.0,31.9,53,0,50657.2
L52511,L,303.7,312.8,1448.0,44.5,55,0,64436.0
H34746,H,303.6,312.7,1403.0,46.2,57,0,64818.600000000006
M20193,M,303.5,312.6,1405.0,51.6,62,0,72498.0
M20194,M,303.4,312.6,2706.0,9.8,65,1,26518.800000000003
M20195,M,303.3,312.4,1505.0,38.9,68,0,58544.5
L52516,L,303.2,312.4,1663.0,33.7,71,0,56043.100000000006
M20197,M,303.3,312.6,1482.0,44.4,73,0,65800.8
M20198,M,303.3,312.5,1674.0,32.7,76,0,54739.8
M20199,M,303.4,312.7,1594.0,32.8,79,0,52283.2
L52520,L,303.5,312.7,1393.0,49.3,82,0,68674.9
H34755,H,303.5,312.8,1404.0,55.8,84,0,78343.2
M20202,M,303.5,312.8,1375.0,45.7,89,0,62837.50000000001
L52523,L,303.5,312.8,1607.0,38.4,92,0,61708.799999999996
L52524,L,303.4,312.8,1360.0,50.8,94,0,69088.0
L52525,L,303.5,312.8,1524.0,39.4,96,0,60045.6
L52526,L,303.4,312.7,1534.0,35.5,98,0,54457.0
L52527,L,303.3,312.7,1262.0,63.8,100,0,80515.59999999999
L52528,L,303.3,312.6,1623.0,34.6,102,0,56155.8
M20209,M,303.3,312.7,1642.0,33.6,104,0,55171.200000000004
M20210,M,303.4,312.8,1622.0,35.1,107,0,56932.200000000004
M20211,M,303.5,312.9,1530.0,34.5,110,0,52785.0
M20212,M,303.4,312.8,1590.0,36.3,113,0,57716.99999999999
L52533,L,303.4,312.7,1589.0,34.0,116,0,54026.0
L52534,L,303.4,312.6,1462.0,37.5,118,0,54825.0
H34769,H,303.3,312.5,1328.0,49.8,120,0,66134.4
H34770,H,303.3,312.6,1692.0,29.0,125,0,49068.0
L52537,L,303.3,312.5,1968.0,20.6,130,0,40540.8
H34772,H,303.3,312.6,1827.0,24.2,132,0,44213.4
M20219,M,300.1,310.1,1504.0,40.1,137,0,60310.4
L52540,L,303.3,312.6,1463.0,44.0,140,0,64372.0
L52541,L,303.3,312.7,1643.0,30.7,142,0,50440.1
L52542,L,303.2,312.6,1281.0,57.0,144,0,73017.0
L52543,L,303.2,312.5,1518.0,39.9,146,0,60568.2
L52544,L,303.2,312.6,1601.0,35.3,148,0,56515.299999999996
L52545,L,303.1,312.6,1548.0,36.4,150,0,56347.2
H34780,H,303.1,312.6,1404.0,40.6,152,0,57002.4
M20227,M,303.1,312.5,1766.0,26.7,157,0,47152.2
M20228,M,303.1,312.5,1667.0,30.0,160,0,50010.0
H34783,H,303.0,312.5,1507.0,37.9,163,0,57115.299999999996
H34784,H,303.0,312.4,1627.0,37.1,168,0,60361.700000000004
L52551,L,302.9,312.3,1435.0,47.7,173,0,68449.5
H34786,H,302.9,312.3,1509.0,46.8,175,0,70621.2
M20233,M,302.9,312.3,1809.0,25.0,180,0,45225.0
L52554,L,302.9,312.3,1515.0,40.8,183,0,61811.99999999999
L52555,L,302.9,312.3,1530.0,34.9,185,0,53397.0
H34790,H,302.8,312.3,1336.0,57.5,187,0,76820.0
L52557,L,302.9,312.4,2030.0,19.1,192,0,38773.0
L52558,L,302.9,312.4,1550.0,36.9,194,0,57195.0
L52559,L,302.9,312.4,1446.0,41.7,196,0,60298.200000000004
L52560,L,302.8,312.3,1494.0,37.5,198,0,56025.0
L52561,L,300.1,310.1,1504.0,40.1,200,0,60310.4
L52562,L,302.9,312.4,1698.0,33.8,202,0,57392.399999999994
L52563,L,302.8,312.3,1504.0,40.3,204,0,60611.2
M20244,M,302.9,312.4,1421.0,46.0,206,0,65366.0
H34799,H,302.9,312.3,1754.0,26.9,209,0,47182.6
L52566,L,302.9,312.2,1469.0,42.0,214,0,61698.0
L52567,L,302.8,312.2,1433.0,50.0,216,0,71650.0
M20248,M,302.8,312.3,1432.0,49.0,218,0,70168.0
L52569,L,302.8,312.3,1366.0,49.1,221,0,67070.6
H34804,H,302.8,312.3,1483.0,47.2,223,0,69997.6
L52571,L,302.7,312.2,1572.0,34.4,228,0,54076.799999999996
L52572,L,302.8,312.2,1481.0,40.2,230,0,59536.200000000004
L52573,L,302.8,312.3,1473.0,42.6,232,0,62749.8
M20254,M,302.8,312.3,1262.0,70.5,234,1,88971.0
L52575,L,302.8,312.4,1529.0,36.8,237,0,56267.2
L52576,L,302.8,312.4,1523.0,39.7,239,0,60463.100000000006
M20257,M,302.8,312.3,1416.0,42.7,241,0,60463.200000000004
L52578,L,302.9,312.4,1923.0,23.9,244,0,45959.7
H34813,H,302.8,312.4,1411.0,53.8,246,1,75911.8
L52580,L,302.7,312.4,1477.0,46.3,251,1,68385.09999999999
M20261,M,302.6,312.3,1454.0,54.8,253,1,79679.2
L52582,L,302.7,312.3,1421.0,48.5,0,0,68918.5
L52583,L,300.1,310.1,1504.0,40.1,2,0,60310.4
H34818,H,302.8,312.5,1422.0,46.1,4,0,65554.2
L52585,L,302.7,312.4,1444.0,48.7,9,0,70322.8
L52586,L,302.7,312.4,1360.0,47.8,11,0,65007.99999999999
L52587,L,302.7,312.4,1954.0,24.8,13,0,48459.200000000004
L52588,L,302.6,312.4,1628.0,33.0,15,0,53724.0
L52589,L,302.7,312.4,1433.0,44.2,17,0,63338.600000000006
M20270,M,302.7,312.5,1417.0,51.5,19,0,72975.5
L52591,L,302.8,312.6,1462.0,39.4,22,0,57602.799999999996
L52592,L,302.9,312.6,1328.0,59.9,24,0,79547.2
H34827,H,302.7,312.5,1527.0,36.4,26,0,55582.799999999996
L52594,L,300.1,310.1,1504.0,40.1,31,0,60310.4
M20275,M,302.6,312.4,1410.0,50.3,33,0,70923.0
L52596,L,302.6,312.3,1660.0,30.3,36,0,50298.0
L52597,L,302.6,312.4,1386.0,45.8,38,0,63478.799999999996
L52598,L,302.6,312.4,1398.0,41.6,40,0,58156.8
L52599,L,302.6,312.3,1321.0,53.4,42,0,70541.4
L52600,L,302.6,312.3,1512.0,34.2,44,0,51710.4
M20281,M,300.1,310.1,1504.0,40.1,46,0,60310.4
M20282,M,302.7,312.4,1422.0,44.5,49,0,63279.0
L52603,L,302.6,312.3,1647.0,31.8,52,0,52374.6
L52604,L,302.6,312.2,1377.0,45.5,54,0,62653.5
L52605,L,302.5,312.2,1775.0,27.9,56,0,49522.5
L52606,L,302.6,312.3,1554.0,42.0,58,0,65268.0
L52607,L,302.7,312.4,1423.0,51.9,60,0,73853.7
L52608,L,302.7,312.4,1453.0,47.3,62,0,68726.9
L52609,L,302.8,312.4,1590.0,34.4,64,0,54696.0
L52610,L,302.8,312.5,1694.0,28.4,66,0,48109.6
L52611,L,302.8,312.5,1462.0,43.4,68,0,63450.799999999996
L52612,L,302.8,312.4,1392.0,46.2,70,0,64310.4
L52613,L,302.9,312.5,1550.0,45.5,72,0,70525.0
L52614,L,302.9,312.5,1629.0,30.4,74,0,49521.6
M20295,M,303.0,312.5,1524.0,42.1,76,0,64160.4
M20296,M,302.9,312.5,1679.0,30.9,79,0,51881.1
M20297,M,302.9,312.6,1394.0,46.4,82,0,64681.6
L52618,L,302.9,312.5,1683.0,32.1,85,0,54024.3
L52619,L,303.0,312.5,1626.0,30.5,87,0,49593.0
H34854,H,300.1,310.1,1504.0,40.1,89,0,60310.4
M20301,M,303.0,312.6,1392.0,42.9,94,0,59716.799999999996
L52622,L,303.1,312.7,1353.0,51.8,97,0,70085.4
M20303,M,303.0,312.7,1426.0,46.8,99,0,66736.8
L52624,L,303.0,312.7,2024.0,19.9,102,0,40277.6
M20305,M,303.0,312.8,1648.0,32.1,104,0,52900.8
L52626,L,303.1,312.9,1511.0,40.1,107,0,60591.1
L52627,L,303.1,312.8,1465.0,44.1,109,0,64606.5
L52628,L,303.0,312.7,1551.0,41.8,111,0,64831.799999999996
L52629,L,303.1,312.8,2329.0,15.1,113,0,35167.9
H34864,H,303.1,312.8,1435.0,41.9,115,0,60126.5
L52631,L,303.0,312.7,1361.0,48.8,120,0,66416.8
M20312,M,303.0,312.7,1553.0,35.8,122,0,55597.399999999994
L52633,L,303.0,312.6,1451.0,42.1,125,0,61087.1
L52634,L,303.0,312.5,1461.0,40.2,127,0,58732.200000000004
M20315,M,303.1,312.6,1895.0,23.5,129,0,44532.5
M20316,M,303.1,312.6,1567.0,32.9,132,0,51554.299999999996
M20317,M,303.0,312.5,1602.0,33.7,135,0,53987.4
L52638,L,303.1,312.6,1514.0,42.1,138,0,63739.4
L52639,L,300.1,310.1,1504.0,40.1,140,0,60310.4
M20320,M,303.0,312.4,1526.0,36.1,142,0,55088.6
M20321,M,302.9,312.3,1339.0,52.1,145,0,69761.90000000001
L52642,L,302.9,312.3,1889.0,22.8,148,0,43069.200000000004
L52643,L,302.9,312.4,1561.0,34.8,150,0,54322.799999999996
M20324,M,302.9,312.4,1659.0,33.1,152,0,54912.9
L52645,L,302.9,312.4,1424.0,49.5,155,0,70488.0
M20326,M,302.9,312.3,1426.0,44.7,157,0,63742.200000000004
L52647,L,302.9,312.4,1383.0,51.4,160,0,71086.2
L52648,L,302.8,312.3,1764.0,29.9,162,0,52743.6
M20329,M,302.7,312.2,1439.0,42.5,164,0,61157.5
M20330,M,302.7,312.2,1585.0,35.5,167,0,56267.5
L52651,L,302.7,312.3,1346.0,61.2,170,0,82375.2
L52652,L,302.8,312.3,1386.0,57.8,172,0,80110.8
L52653,L,302.7,312.2,1369.0,51.8,174,0,70914.2
M20334,M,302.7,312.1,1378.0,46.9,176,0,64628.2
L52655,L,302.7,312.2,1336.0,46.8,179,0,62524.799999999996
M20336,M,302.6,312.1,1445.0,42.0,181,0,60690.0
L52657,L,302.7,312.1,1763.0,26.5,184,0,46719.5
L52658,L,302.7,312.2,1611.0,34.1,186,0,54935.100000000006
M20339,M,302.7,312.1,1564.0,32.1,188,0,50204.4
H34894,H,302.7,312.1,1478.0,36.0,191,0,53208.0
L52661,L,300.1,310.1,1504.0,40.1,196,0,60310.4
L52662,L,302.6,312.1,1782.0,26.8,198,0,47757.6
M20343,M,302.6,312.1,2000.0,21.9,200,0,43800.0
M20344,M,302.5,312.0,1826.0,25.3,203,0,46197.8
L52665,L,302.6,312.1,1344.0,51.0,206,0,68544.0
L52666,L,302.6,312.2,1520.0,43.0,208,0,65360.0
M20347,M,302.6,312.1,1611.0,39.9,210,0,64278.899999999994
L52668,L,302.7,312.2,1450.0,52.1,213,1,75545.0
L52669,L,302.6,312.1,1499.0,35.0,215,0,52465.0
L52670,L,302.6,312.1,1288.0,68.5,0,1,88228.0
M20351,M,302.7,312.2,1350.0,58.6,2,0,79110.0
M20352,M,302.9,312.4,1334.0,50.9,5,0,67900.59999999999
L52673,L,302.8,312.4,1376.0,57.1,8,0,78569.6
L52674,L,302.8,312.4,1368.0,49.5,10,0,67716.0
H34909,H,302.9,312.5,1357.0,55.0,12,0,74635.0
M20356,M,302.9,312.5,1924.0,24.0,17,0,46176.0
M20357,M,302.9,312.5,1551.0,40.0,20,0,62040.0
M20358,M,302.9,312.5,1903.0,21.2,23,0,40343.6
H34913,H,302.9,312.3,1417.0,48.7,26,0,69007.90000000001
L52680,L,302.7,312.1,1601.0,35.2,31,0,56355.200000000004
L52681,L,302.7,312.1,1543.0,37.5,33,0,57862.5
L52682,L,302.6,312.1,1439.0,52.3,35,0,75259.7
H34917,H,302.6,312.0,1657.0,29.3,37,0,48550.1
L52684,L,302.8,312.2,1458.0,51.0,42,0,74358.0
L52685,L,302.8,312.2,1746.0,27.4,44,0,47840.399999999994
L52686,L,302.9,312.2,1677.0,30.5,46,0,51148.5
L52687,L,302.8,312.1,1520.0,39.9,48,0,60648.0
L52688,L,302.9,312.2,1367.0,55.1,50,0,75321.7
L52689,L,302.8,312.2,1509.0,36.5,52,0,55078.5
L52690,L,302.8,312.1,1418.0,51.4,54,0,72885.2
L52691,L,302.8,312.1,1958.0,20.3,56,0,39747.4
L52692,L,302.8,312.2,1682.0,30.9,58,0,51973.799999999996
M20373,M,302.8,312.2,1452.0,50.3,60,0,73035.59999999999
L52694,L,302.7,312.0,1828.0,24.0,63,0,43872.0
H34929,H,302.7,312.0,1484.0,41.5,65,0,61586.0
L52696,L,302.6,312.0,1674.0,32.2,70,0,53902.8
L52697,L,302.6,311.9,1448.0,49.5,72,0,71676.0
M20378,M,302.5,311.8,2023.0,19.1,74,0,38639.3
L52699,L,302.5,311.9,1452.0,47.4,77,0,68824.8
M20380,M,302.6,312.0,1496.0,45.0,79,0,67320.0
L52701,L,302.6,311.9,1397.0,46.9,82,0,65519.299999999996
L52702,L,302.6,311.9,1453.0,39.1,84,0,56812.3
M20383,M,302.5,311.9,1524.0,34.8,86,0,53035.2
L52704,L,302.6,311.9,1633.0,30.9,89,0,50459.7
M20385,M,302.6,312.0,1363.0,45.7,91,0,62289.100000000006
L52706,L,302.5,311.9,1520.0,44.9,94,0,68248.0
M20387,M,300.1,310.1,1504.0,40.1,96,0,60310.4
L52708,L,302.4,311.8,1384.0,50.9,99,0,70445.59999999999
M20389,M,302.4,311.8,1539.0,39.9,101,0,61406.1
M20390,M,302.3,311.8,1355.0,50.1,104,0,67885.5
M20391,M,302.3,311.7,1504.0,37.3,107,0,56099.2
L52712,L,302.4,311.8,1476.0,46.6,110,0,68781.6
L52713,L,302.4,311.7,1721.0,26.9,112,0,46294.899999999994
M20394,M,302.3,311.7,1494.0,37.1,114,0,55427.4
L52715,L,302.3,311.7,1465.0,43.5,117,0,63727.5
M20396,M,302.3,311.8,1363.0,54.0,119,1,73602.0
L52717,L,300.1,310.1,1504.0,40.1,122,0,60310.4
M20398,M,302.3,311.8,1879.0,23.0,124,0,43217.0
H34953,H,302.3,311.7,1482.0,39.0,127,0,57798.0
L52720,L,302.4,311.8,1493.0,38.4,132,0,57331.2
L52721,L,302.4,311.8,1433.0,42.2,134,0,60472.600000000006
L52722,L,302.3,311.7,1400.0,41.6,136,0,58240.0
L52723,L,302.4,311.8,1255.0,59.0,138,0,74045.0
L52724,L,302.2,311.7,1471.0,45.6,140,0,67077.6
H34959,H,302.2,311.6,1357.0,44.2,142,0,59979.4
L52726,L,302.3,311.7,1453.0,41.2,147,0,59863.600000000006
M20407,M,300.1,310.1,1504.0,40.1,149,0,60310.4
L52728,L,302.3,311.8,1605.0,35.2,152,0,56496.00000000001
H34963,H,302.3,311.9,1374.0,52.4,154,0,71997.59999999999
M20410,M,302.3,311.9,1508.0,42.3,159,0,63788.399999999994
H34965,H,302.4,311.9,1366.0,47.3,162,0,64611.799999999996
H34966,H,302.5,312.0,1579.0,35.7,167,0,56370.3
L52733,L,302.5,311.9,1306.0,59.7,172,0,77968.2
M20414,M,302.5,312.0,1521.0,40.2,174,0,61144.200000000004
L52735,L,302.5,312.0,1411.0,44.2,177,0,62366.200000000004
H34970,H,302.5,312.0,1357.0,42.0,179,0,56994.0
M20417,M,302.5,312.0,1436.0,43.5,184,0,62466.0
L52738,L,302.5,311.9,1553.0,40.1,187,0,62275.3
M20419,M,300.1,310.1,1504.0,40.1,189,0,60310.4
L52740,L,302.4,311.9,1541.0,37.9,192,0,58403.899999999994
M20421,M,302.3,311.7,1341.0,46.3,194,0,62088.299999999996
L52742,L,302.3,311.7,1648.0,32.1,197,0,52900.8
M20423,M,302.3,311.7,1640.0,31.5,199,0,51660.0
L52744,L,302.4,311.8,1416.0,46.1,202,0,65277.6
L52745,L,302.4,311.9,1671.0,29.9,204,0,49962.899999999994
L52746,L,302.4,312.0,1457.0,45.5,206,0,66293.5
M20427,M,302.5,312.0,1445.0,54.8,0,0,79186.0
L52748,L,302.5,312.1,1534.0,38.6,3,0,59212.4
L52749,L,302.4,312.0,1508.0,36.9,5,0,55645.2
M20430,M,302.4,312.1,1492.0,47.7,7,0,71168.40000000001
L52751,L,302.4,312.0,1562.0,37.9,10,0,59199.799999999996
L52752,L,300.1,310.1,1504.0,40.1,12,0,60310.4
L52753,L,302.5,312.2,1738.0,25.3,14,0,43971.4
L52754,L,302.4,312.0,1305.0,49.1,16,0,64075.5
H34989,H,302.4,312.0,1477.0,39.7,18,0,58636.9
H34990,H,302.4,312.0,1457.0,43.4,23,0,63233.799999999996
L52757,L,302.4,312.1,1455.0,40.4,28,0,58782.0
L52758,L,302.5,312.2,1574.0,38.7,30,0,60913.8
L52759,L,302.6,312.2,1695.0,27.1,32,0,45934.5
M20440,M,302.6,312.2,1458.0,38.8,34,0,56570.399999999994
M20441,M,302.5,312.1,1454.0,47.6,37,0,69210.40000000001
L52762,L,302.5,312.0,2052.0,18.9,40,0,38782.799999999996
L52763,L,302.5,312.0,1673.0,29.9,42,0,50022.7
L52764,L,302.4,311.9,1578.0,29.9,44,0,47182.2
M20445,M,302.5,312.0,1642.0,29.1,46,0,47782.200000000004
M20446,M,302.4,311.8,1557.0,31.5,49,0,49045.5
L52767,L,302.5,311.9,1481.0,42.9,52,0,63534.9
M20448,M,302.5,311.8,1566.0,37.6,54,0,58881.600000000006
M20449,M,300.1,310.1,1504.0,40.1,57,0,60310.4
M20450,M,302.5,311.9,1340.0,59.4,60,0,79596.0
L52771,L,302.5,312.0,1574.0,33.8,63,0,53201.2
L52772,L,302.5,311.9,1437.0,46.7,65,0,67107.90000000001
L52773,L,302.6,311.9,1354.0,48.0,67,0,64992.0
L52774,L,302.6,311.9,1598.0,35.5,69,0,56729.0
M20455,M,302.7,312.0,1944.0,21.4,71,0,41601.6
M20456,M,302.7,312.0,1538.0,36.7,74,0,56444.600000000006
L52777,L,302.7,312.0,1501.0,37.0,77,0,55537.0
L52778,L,302.8,312.1,1441.0,52.1,79,0,75076.1
M20459,M,302.7,312.0,1652.0,31.0,81,0,51212.0
L52780,L,302.8,312.1,1487.0,36.6,84,0,54424.200000000004
L52781,L,302.9,312.2,1605.0,33.9,86,0,54409.5
L52782,L,302.9,312.1,1334.0,54.7,88,0,72969.8
L52783,L,302.9,312.2,1340.0,57.8,90,0,77452.0
L52784,L,302.9,312.2,1513.0,37.8,92,0,57191.399999999994
L52785,L,302.9,312.2,1510.0,41.4,94,0,62514.0
L52786,L,302.9,312.2,1729.0,23.6,96,0,40804.4
M20467,M,302.9,312.2,1745.0,25.5,98,0,44497.5
M20468,M,303.1,312.3,1623.0,31.6,101,0,51286.8
M20469,M,303.1,312.4,1378.0,50.1,104,0,69037.8
L52790,L,303.1,312.4,1407.0,41.2,107,0,57968.4
M20471,M,303.0,312.3,1674.0,29.5,109,0,49383.0
L52792,L,303.0,312.3,1486.0,42.4,112,0,63006.4
M20473,M,303.0,312.3,1483.0,38.8,114,0,57540.399999999994
H35028,H,303.0,312.2,1624.0,28.8,117,0,46771.200000000004
M20475,M,303.0,312.2,1257.0,71.3,122,1,89624.09999999999
L52796,L,303.0,312.3,1480.0,41.4,125,0,61272.0
L52797,L,303.1,312.4,1404.0,61.5,127,1,86346.0
M20478,M,303.0,312.4,1645.0,29.6,129,0,48692.0
L52799,L,303.0,312.3,1932.0,21.9,132,0,42310.799999999996
L52800,L,303.0,312.3,1533.0,38.5,134,0,59020.5
M20481,M,302.9,312.2,1292.0,54.4,136,0,70284.8
L52802,L,302.9,312.2,1571.0,40.6,139,0,63782.600000000006
L52803,L,302.9,312.3,1578.0,36.3,141,0,57281.399999999994
M20484,M,302.8,312.2,1469.0,36.9,143,0,54206.1
L52805,L,302.7,312.1,1728.0,24.4,146,0,42163.2
H35040,H,302.7,312.1,1603.0,32.5,148,0,52097.5
L52807,L,302.7,312.1,1597.0,39.8,153,0,63560.6
L52808,L,302.7,312.1,1688.0,32.0,155,0,54016.0
L52809,L,302.7,312.2,1405.0,51.4,157,0,72217.0
M20490,M,302.8,312.2,1615.0,32.9,159,0,53133.5
L52811,L,302.8,312.2,1515.0,36.8,162,0,55751.99999999999
L52812,L,302.7,312.2,1376.0,52.8,164,0,72652.8
L52813,L,302.7,312.2,1447.0,47.5,166,0,68732.5
M20494,M,302.6,312.2,1353.0,56.5,168,0,76444.5
L52815,L,300.1,310.1,1504.0,40.1,171,0,60310.4
L52816,L,302.6,312.0,1447.0,45.5,173,0,65838.5
M20497,M,302.5,312.0,1487.0,46.1,175,0,68550.7
L52818,L,302.6,312.1,1519.0,38.1,178,0,57873.9
L52819,L,302.6,312.1,1668.0,28.7,180,0,47871.6
L52820,L,302.6,312.1,1420.0,51.6,182,0,73272.0
L52821,L,302.6,312.1,1473.0,37.3,184,0,54942.899999999994
L52822,L,302.5,312.0,1495.0,38.8,186,0,58005.99999999999
L52823,L,302.5,312.0,1574.0,42.0,188,0,66108.0
L52824,L,302.5,312.0,1383.0,51.3,190,0,70947.9
M20505,M,302.5,312.0,1591.0,29.4,192,0,46775.399999999994
M20506,M,302.4,311.8,1644.0,37.2,195,0,61156.8
H35061,H,302.5,311.8,2370.0,14.7,198,0,34839.0
L52828,L,302.5,311.9,1401.0,44.9,203,0,62904.9
M20509,M,302.5,311.9,1414.0,51.6,205,0,72962.40000000001
L52830,L,302.5,312.0,1456.0,46.3,208,0,67412.8
M20511,M,302.5,312.0,1447.0,45.7,210,0,66127.90000000001
L52832,L,302.4,311.8,1727.0,26.5,213,0,45765.5
L52833,L,300.1,310.1,1504.0,40.1,215,0,60310.4
L52834,L,302.3,311.6,1544.0,34.3,0,0,52959.2
L52835,L,302.3,311.5,1387.0,47.3,2,0,65605.09999999999
M20516,M,302.3,311.5,1316.0,47.2,4,0,62115.200000000004
L52837,L,302.3,311.5,1794.0,26.1,7,0,46823.4
M20518,M,302.2,311.4,1372.0,55.1,9,0,75597.2
M20519,M,302.3,311.5,1674.0,30.0,12,0,50220.0
L52840,L,302.2,311.4,1477.0,41.7,15,0,61590.9
L52841,L,302.2,311.4,1397.0,53.0,17,0,74041.0
L52842,L,300.1,310.1,1504.0,40.1,19,0,60310.4
M20523,M,302.3,311.5,1530.0,42.3,21,0,64718.99999999999
M20524,M,302.2,311.4,1539.0,35.1,24,0,54018.9
L52845,L,300.1,310.1,1504.0,40.1,27,0,60310.4
L52846,L,302.2,311.4,1430.0,43.1,29,0,61633.0
L52847,L,302.2,311.4,2080.0,19.2,31,0,39936.0
M20528,M,302.2,311.4,1432.0,45.3,33,0,64869.6
M20529,M,302.2,311.5,1479.0,39.5,36,0,58420.5
L52850,L,302.2,311.5,1424.0,45.2,39,0,64364.8
H35085,H,302.2,311.6,1534.0,37.2,41,0,57064.8
H35086,H,302.1,311.6,1701.0,26.2,46,0,44566.2
L52853,L,302.2,311.6,1462.0,50.0,51,0,73100.0
M20534,M,300.1,310.1,1504.0,40.1,53,0,60310.4
M20535,M,302.3,311.7,1453.0,42.5,56,0,61752.5
L52856,L,302.3,311.8,1565.0,37.8,59,0,59156.99999999999
L52857,L,302.3,311.8,1281.0,51.7,61,0,66227.7
M20538,M,302.2,311.7,1584.0,36.2,63,0,57340.8
M20539,M,302.2,311.7,1466.0,49.0,66,0,71834.0
M20540,M,302.2,311.6,1386.0,50.5,69,0,69993.0
L52861,L,302.2,311.6,1383.0,44.3,72,0,61266.899999999994
H35096,H,302.3,311.6,1441.0,53.9,74,0,77669.9
M20543,M,302.2,311.6,1592.0,37.7,79,0,60018.4
H35098,H,302.2,311.6,1594.0,36.8,82,0,58659.2
L52865,L,302.2,311.5,1482.0,45.6,87,0,67579.2
L52866,L,302.2,311.6,1658.0,31.4,89,0,52061.2
L52867,L,302.3,311.7,2170.0,18.2,91,0,39494.0
M20548,M,302.3,311.7,1423.0,44.6,93,0,63465.8
L52869,L,302.4,311.8,1543.0,31.1,96,0,47987.3
L52870,L,302.3,311.8,1435.0,44.8,98,0,64287.99999999999
L52871,L,302.4,311.8,1320.0,56.4,100,0,74448.0
M20552,M,302.4,311.9,1313.0,55.7,102,0,73134.1
M20553,M,302.4,311.8,1453.0,42.1,105,0,61171.3
L52874,L,302.4,311.8,1508.0,45.7,108,0,68915.6
L52875,L,302.4,311.8,1451.0,42.0,110,0,60942.0
H35110,H,302.5,311.9,1595.0,34.6,112,0,55187.0
L52877,L,302.5,311.9,1354.0,49.4,117,0,66887.59999999999
L52878,L,302.5,311.9,1265.0,59.8,119,0,75647.0
L52879,L,302.4,311.9,1867.0,25.9,121,0,48355.299999999996
L52880,L,302.5,311.9,1497.0,41.6,123,0,62275.200000000004
M20561,M,302.5,311.9,1347.0,54.3,125,0,73142.09999999999
L52882,L,302.3,311.7,1544.0,43.2,128,0,66700.8
H35117,H,300.1,310.1,1504.0,40.1,130,0,60310.4
L52884,L,302.5,311.8,1335.0,52.7,135,0,70354.5
L52885,L,302.4,311.9,1452.0,43.1,137,0,62581.200000000004
L52886,L,302.4,311.9,1290.0,70.0,139,1,90300.0
L52887,L,302.4,311.8,1448.0,43.4,141,0,62843.2
L52888,L,302.3,311.7,1611.0,38.6,143,0,62184.600000000006
L52889,L,302.2,311.7,1556.0,38.6,145,0,60061.600000000006
H35124,H,302.2,311.7,1413.0,46.5,147,0,65704.5
L52891,L,302.2,311.6,1545.0,35.9,152,0,55465.5
L52892,L,302.2,311.7,1330.0,54.6,154,0,72618.0
L52893,L,302.2,311.9,1596.0,38.0,156,0,60648.0
L52894,L,302.2,311.8,1618.0,36.0,158,0,58248.0
H35129,H,302.2,311.9,1597.0,35.8,160,0,57172.6
L52896,L,302.3,312.0,1354.0,52.2,165,0,70678.8
L52897,L,302.3,312.0,1746.0,28.1,167,0,49062.600000000006
L52898,L,302.4,312.0,1621.0,32.5,169,0,52682.5
L52899,L,302.3,312.0,1398.0,43.3,171,0,60533.399999999994
L52900,L,302.3,311.9,1434.0,51.9,173,0,74424.59999999999
M20581,M,302.3,311.8,1443.0,43.4,175,0,62626.2
L52902,L,302.2,311.7,1488.0,44.6,178,0,66364.8
M20583,M,302.3,311.8,1475.0,48.0,180,0,70800.0
L52904,L,302.3,311.8,1433.0,50.3,183,0,72079.9
M20585,M,302.3,311.8,1557.0,34.1,185,0,53093.700000000004
M20586,M,302.4,311.9,1398.0,50.1,188,0,70039.8
M20587,M,302.3,311.8,1559.0,34.4,191,0,53629.6
M20588,M,302.4,311.9,1422.0,46.4,194,0,65980.8
M20589,M,302.3,311.8,1463.0,35.7,197,0,52229.100000000006
L52910,L,302.3,311.7,1793.0,25.3,200,0,45362.9
L52911,L,302.2,311.6,1872.0,20.4,202,0,38188.799999999996
L52912,L,302.2,311.7,1412.0,44.5,204,0,62834.0
L52913,L,302.3,311.8,1487.0,43.2,206,0,64238.4
L52914,L,302.3,311.8,1369.0,56.2,208,1,76937.8
L52915,L,302.4,311.8,1673.0,30.1,210,0,50357.3
M20596,M,302.4,311.9,1439.0,36.6,212,0,52667.4
L52917,L,302.3,311.8,1574.0,42.8,215,0,67367.2
L52918,L,302.3,311.7,1281.0,48.8,0,0,62512.799999999996
M20599,M,302.2,311.7,1653.0,31.4,2,0,51904.2
M20600,M,302.3,311.7,1535.0,38.3,5,0,58790.49999999999
M20601,M,300.1,310.1,1504.0,40.1,8,0,60310.4
L52922,L,302.3,311.7,1414.0,47.0,11,0,66458.0
M20603,M,302.2,311.6,1379.0,42.9,13,0,59159.1
H35158,H,302.2,311.5,1482.0,42.6,16,0,63133.200000000004
L52925,L,302.1,311.5,1987.0,20.1,21,0,39938.700000000004
